Authors,Title,Year,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Ying, L., Haihui, M., Qinghai, W., Lingchong, D.",The construction of Chinese-English lexical knowledge base for machine translation,2011,73,78,6,1,10.1109/SoCPaR.2011.6089098,https://www.scopus.com/inward/record.url?eid=2-s2.0-83655192978&partnerID=40&md5=d4ea128a4eb916bdf40eb4a20ffcdb31,Conference Paper,Scopus,2-s2.0-83655192978
"Yoshino, T., Miyabe, M.",Analysis of Factors that Affect the Understanding of Plain Japanese Sentence and Machine-Translated Sentence to Facilitate Cross-culture System Design,2014,600,605,6,,10.1007/978-3-319-07854-0_104,https://www.scopus.com/inward/record.url?eid=2-s2.0-84903553773&partnerID=40&md5=785f95e77b38889c8bd398b847c3fe40,Conference Paper,Scopus,2-s2.0-84903553773
"Yu, J., Liu, W., He, H., Wang, L.",Automatic Meta-evaluation of Low-Resource Machine Translation Evaluation Metrics,2019,136,141,6,,10.1109/IALP48816.2019.9037658,https://www.scopus.com/inward/record.url?eid=2-s2.0-85083188251&partnerID=40&md5=d8693390b6fce8baa9636c0c18ea374c,Conference Paper,Scopus,2-s2.0-85083188251
"Yu, Y., Huang, Y., Chao, W., Zhang, P.",History attention for source-target alignment in neural machine translation,2018,619,624,6,1,10.1109/ICACI.2018.8377531,https://www.scopus.com/inward/record.url?eid=2-s2.0-85049799429&partnerID=40&md5=ec711604e15753554953e405c0f8d79b,Conference Paper,Scopus,2-s2.0-85049799429
"Yulianti, E., Adriani, M., Manurung, H.M., Budi, I., Hidayanto, A.N.",Constructing shallow-transfer rule for Indonesian-English machine translation,2012,143,148,6,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84875092793&partnerID=40&md5=5216e7a2f964b62edeca483a63045e68,Conference Paper,Scopus,2-s2.0-84875092793
"Zakraoui, J., Saleh, M., Al-Maadeed, S., Alja'am, J.M.",Evaluation of Arabic to English Machine Translation Systems,2020,185,190,6,,10.1109/ICICS49469.2020.239518,https://www.scopus.com/inward/record.url?eid=2-s2.0-85085047748&partnerID=40&md5=03e9088e420b7dfbf1f686bb50dc9aac,Conference Paper,Scopus,2-s2.0-85085047748
"Zaremoodi, P., Buntine, W., Haffari, G.",Adaptive knowledge sharing in multi-task learning: Improving low-resource neural machine translation,2018,656,661,6,13,10.18653/v1/p18-2104,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063128648&partnerID=40&md5=972debbea91200d4f94025df469310f2,Conference Paper,Scopus,2-s2.0-85063128648
"Zaw, W.T., Thu, Y.K., Moe, S.S., Oo, N.N., Supnithi, T.","Statistical Machine Translation, Ripple down Rules and Hidden Markov Model for Burmese Romanization",2020,99,104,6,,10.1109/ICAIT51105.2020.9261807,https://www.scopus.com/inward/record.url?eid=2-s2.0-85098633098&partnerID=40&md5=ea8c9c1da998c5d4569fbf8b93ee2784,Conference Paper,Scopus,2-s2.0-85098633098
"Zhang, J., Matsumoto, T.",Character Decomposition for Japanese-Chinese Character-Level Neural Machine Translation,2019,35,40,6,1,10.1109/IALP48816.2019.9037677,https://www.scopus.com/inward/record.url?eid=2-s2.0-85083194075&partnerID=40&md5=78ea9e8f4d3f62678b195ccd7dfcb930,Conference Paper,Scopus,2-s2.0-85083194075
"Zhang, J., Utiyama, M., Sumita, E., Neubig, G., Nakamura, S.",A binarized neural network joint model for machine translation,2015,2094,2099,6,3,10.18653/v1/d15-1250,https://www.scopus.com/inward/record.url?eid=2-s2.0-84959928523&partnerID=40&md5=1b56ec77b82cd0a81f5c0b5a25807375,Conference Paper,Scopus,2-s2.0-84959928523
"Zhang, P., Xu, X., Xiong, D.",Active Learning for Neural Machine Translation,2019,153,158,6,,10.1109/IALP.2018.8629116,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062777519&partnerID=40&md5=035c4d6c5e0c3e34eabb86fe13e11cb4,Conference Paper,Scopus,2-s2.0-85062777519
"Zhang, Y.",Research on English machine translation system based on the internet,2017,1017,1022,6,3,10.1007/s10772-017-9465-6,https://www.scopus.com/inward/record.url?eid=2-s2.0-85031944724&partnerID=40&md5=88d498e59e87a44e10f714f81c58864a,Article,Scopus,2-s2.0-85031944724
"Zhang, Y.-J., Zhang, T.",Research on English-Chinese cross-language information retrieval,2007,3448,3453,6,1,10.1109/ICMLC.2007.4370744,https://www.scopus.com/inward/record.url?eid=2-s2.0-38049061634&partnerID=40&md5=7280d50a6374d55afd76e822aad0de04,Conference Paper,Scopus,2-s2.0-38049061634
"Zhang, Z., Wang, R., Utiyama, M., Sumita, E., Zhao, H.",Exploring recombination for efficient decoding of neural machine translation,2020,4785,4790,6,7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081731366&partnerID=40&md5=db386c64aa0e1d8d51161ab0fab50806,Conference Paper,Scopus,2-s2.0-85081731366
"Zheng, Z., He, Z., Meng, Y., Yu, H.",Domain adaptation for statistical machine translation in development corpus selection,2010,2,7,6,7,10.1109/IUCS.2010.5666775,https://www.scopus.com/inward/record.url?eid=2-s2.0-78651453554&partnerID=40&md5=21a9e74d7358868063077ae1de9352ad,Conference Paper,Scopus,2-s2.0-78651453554
"Zhou, H., Zhu, Y., Jin, Y.",Identification of V+N compound nouns in Chinese-English machine translation based on rules in patent texts,2013,1485,1490,6,1,10.1109/CCIS.2012.6664632,https://www.scopus.com/inward/record.url?eid=2-s2.0-84890377530&partnerID=40&md5=e54ff52629f0ee45fd7ba016d1c7ee77,Conference Paper,Scopus,2-s2.0-84890377530
"Zou, W.Y., Socher, R., Cer, D., Manning, C.D.",Bilingual word embeddings for phrase-based machine translation,2013,1393,1398,6,316,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84926285904&partnerID=40&md5=7096a09aecb9cdb0491a5746817802cb,Conference Paper,Scopus,2-s2.0-84926285904
"AbuHamad, M., Mohd, M.",Data categorization and model weighting approach for language model adaptation in statistical machine translation,2019,135,141,7,2,10.14569/IJACSA.2019.0100117,https://www.scopus.com/inward/record.url?eid=2-s2.0-85062991137&partnerID=40&md5=3d4f2f95ae91f42a1f16d7a08470a9ef,Article,Scopus,2-s2.0-85062991137
"AEDMAAa, E., Fishel, M.",Whether to English more alike reordered suits Estonian input for statistical machine translation better?,2016,77,83,7,,10.3233/978-1-61499-701-6-77,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992561398&partnerID=40&md5=79c28ca2295fb6bc377c129e267ae86c,Conference Paper,Scopus,2-s2.0-84992561398
"Ahmadnia, B., Aranovich, R.",Augmented Spanish-Persian neural machine translation,2021,482,488,7,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85103821607&partnerID=40&md5=21621f088e5b170beab9b29db2626e82,Conference Paper,Scopus,2-s2.0-85103821607
"Ahmadnia, B., Aranovich, R., Dorr, B.J.",Strengthening low-resource neural machine translation through joint learning: The case of Farsi-Spanish,2021,475,481,7,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85103812298&partnerID=40&md5=ad2d5b5dc73f3dccd98eaae46009e756,Conference Paper,Scopus,2-s2.0-85103812298
"Ahmadnia, B., Dorr, B.J.",Bilingual low-resource neural machine translation with round-tripping: The case of Persian-Spanish,2019,18,24,7,,10.26615/978-954-452-056-4_003,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076486945&partnerID=40&md5=fbd9642c923c5ec488d35aa4fc80b252,Conference Paper,Scopus,2-s2.0-85076486945
"Ahmed, S.A., Joshi, N., Mathur, I., Katyayan, P.",Implications of english as a pivot language in arabic-hindi machine translation,2019,271,277,7,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85067892149&partnerID=40&md5=dec6af1fa05310b56f6b7f082ba94561,Article,Scopus,2-s2.0-85067892149
"Alkhatib, M., Shaalan, K.",Paraphrasing Arabic Metaphor with Neural Machine Translation,2018,308,314,7,1,10.1016/j.procs.2018.10.493,https://www.scopus.com/inward/record.url?eid=2-s2.0-85065721331&partnerID=40&md5=051a7d60244908e3fa8d2c39b243fc54,Conference Paper,Scopus,2-s2.0-85065721331
"Alrakaf, A.A., Rahman, S.M.M.",A supervised approach for word sense disambiguation based on Arabic diacritics,2016,1015,1021,7,,10.1109/ICIEV.2016.7760152,https://www.scopus.com/inward/record.url?eid=2-s2.0-85007246664&partnerID=40&md5=63bc1ce5d1686cb0c3dc14e49a62c955,Conference Paper,Scopus,2-s2.0-85007246664
"Alsaket, A.J., Ab Aziz, M.J.",Arabic-malay machine translation using rule-based approach,2014,1062,1068,7,2,10.3844/jcssp.2014.1062.1068,https://www.scopus.com/inward/record.url?eid=2-s2.0-84987704723&partnerID=40&md5=acb7f010c3d8ac94f5673cf1c0965a5e,Article,Scopus,2-s2.0-84987704723
"Aouiti, N., Jemni, M.",Classifiers in Arab gloss annotation system for Arabic sign language,2016,400,406,7,2,10.1007/978-3-319-41267-2_56,https://www.scopus.com/inward/record.url?eid=2-s2.0-84978862914&partnerID=40&md5=d23124bc360b61d5cc6ed9e98b096b3e,Conference Paper,Scopus,2-s2.0-84978862914
"Arun, S., Vishnu, V.V., Arun Kumar, N.",Parse tree generation using HMM bigram model,2017,577,583,7,,10.1007/978-981-10-3174-8_48,https://www.scopus.com/inward/record.url?eid=2-s2.0-85027129013&partnerID=40&md5=36c0840ca108a235b6d6fc13505fbb40,Conference Paper,Scopus,2-s2.0-85027129013
"Ataman, D., Federico, M.",Compositional representation of morphologically-rich input for neural machine translation,2018,305,311,7,9,10.18653/v1/p18-2049,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063158136&partnerID=40&md5=d16f0c60f220a47279e47c78087572a2,Conference Paper,Scopus,2-s2.0-85063158136
"Ayadi, K., Elhadj, Y.O.M., Ferchichi, A.",Prototype for Learning and Teaching Arabic Sign Language Using 3D Animations,2018,51,57,7,2,10.1109/ICoIAS.2018.8493979,https://www.scopus.com/inward/record.url?eid=2-s2.0-85056872621&partnerID=40&md5=a09d067b7cc5f6553be8fd78f2b5d339,Conference Paper,Scopus,2-s2.0-85056872621
"Bahar, P., Brix, C., Ney, H.",Towards two-dimensional sequence to sequence model in neural machine translation,2020,3009,3015,7,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081598167&partnerID=40&md5=b1e9f004c64bae47ccbf06f68de999f0,Conference Paper,Scopus,2-s2.0-85081598167
"Baisa, V.",Corpus-based disambiguation for machine translation,2011,81,87,7,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84897947379&partnerID=40&md5=0be41fe1d4ff58bf9d99e6a3882ae5ba,Conference Paper,Scopus,2-s2.0-84897947379
"Balahur, A., Turchi, M.",Improving sentiment analysis in twitter using multilingual machine translated data,2013,49,55,7,18,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84890477883&partnerID=40&md5=f3efc20263157eafacc83d9f53904bfa,Conference Paper,Scopus,2-s2.0-84890477883
"Barik, B., Sarkar, S.",Pattern based pruning of morphological alternatives of Bengali wordforms,2014,1724,1730,7,1,10.1109/ICACCI.2014.6968551,https://www.scopus.com/inward/record.url?eid=2-s2.0-84927667437&partnerID=40&md5=5bbc28cdad7b55f9c990a6e934a7c34f,Conference Paper,Scopus,2-s2.0-84927667437
"Barzegar, S., Davis, B., Handschuh, S., Freitas, A.",Multilingual Semantic Relatedness Using Lightweight Machine Translation,2018,108,114,7,3,10.1109/ICSC.2018.00024,https://www.scopus.com/inward/record.url?eid=2-s2.0-85048453030&partnerID=40&md5=f92228d3364ad2317d9cb18c7e678f7c,Conference Paper,Scopus,2-s2.0-85048453030
"Bhagwat, S.R., Bhavsar, R.P., Pawar, B.V.",Translation from simple marathi sentences to indian sign language using phrase-based approach,2021,367,373,7,,10.1109/ESCI50559.2021.9396900,https://www.scopus.com/inward/record.url?eid=2-s2.0-85104664824&partnerID=40&md5=8e0155a6225a40a1e70de9b0200d3b04,Conference Paper,Scopus,2-s2.0-85104664824
"Braune, F., Seemann, N., Fraser, A.",Rule selection with soft syntactic features for string-to-tree statistical machine translation,2015,1095,1101,7,,10.18653/v1/d15-1129,https://www.scopus.com/inward/record.url?eid=2-s2.0-84959861683&partnerID=40&md5=80c25a8418d95cf6c147024ed8be7cf3,Conference Paper,Scopus,2-s2.0-84959861683
"Briesch, D., Hobbs, R., Jaja, C., Kjersten, B., Voss, C.",Training and evaluating a statistical part-of-speech tagger for natural language applications using Kepler workflows,2012,1588,1594,7,2,10.1016/j.procs.2012.04.174,https://www.scopus.com/inward/record.url?eid=2-s2.0-84896906856&partnerID=40&md5=51b58216503396ea852c56e5114a0e63,Conference Paper,Scopus,2-s2.0-84896906856
"Cai, Z.-T.",Research of based on the rules of the Chinese-Tibetan machine translation system dichotomy of syntactic analysis method,2013,107,113,7,,10.1201/b15789-18,https://www.scopus.com/inward/record.url?eid=2-s2.0-84884513008&partnerID=40&md5=d3e73ff9163754a10cd339e1feedce37,Conference Paper,Scopus,2-s2.0-84884513008
"Centelles, J., Costa-Jussà, M.R., Banchs, R.E., Gelbukh, A.",An IR-based strategy for supporting chinese-portuguese translation services in off-line mode,2014,324,330,7,1,10.1007/978-3-642-54903-8_27,https://www.scopus.com/inward/record.url?eid=2-s2.0-84958527463&partnerID=40&md5=2e38f60b2da48675e326eabd36d6ed34,Conference Paper,Scopus,2-s2.0-84958527463
"Chen, B., Lyu, C., Ji, Z.",Study on Chinglish in Web Text for Natural Language Processing,2018,533,539,7,,10.1007/978-3-319-73573-3_48,https://www.scopus.com/inward/record.url?eid=2-s2.0-85045346851&partnerID=40&md5=9f5fc67f7365b453b693577d6b78488b,Conference Paper,Scopus,2-s2.0-85045346851
"Chen, G., Chen, Y., Wang, Y., Li, V.O.K.",Lexical-constraint-aware neural machine translation via data augmentation,2020,3587,3593,7,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85097334557&partnerID=40&md5=43f4f4447355a933170f82b70fc27728,Conference Paper,Scopus,2-s2.0-85097334557
"Chen, G., Wang, S., Huang, X., Tan, Z., Sun, M., Liu, Y.",Tsinghua University Neural Machine Translation Systems for CCMT 2020,2020,98,104,7,,10.1007/978-981-33-6162-1_9,https://www.scopus.com/inward/record.url?eid=2-s2.0-85101575041&partnerID=40&md5=135ef31267d62f46c1188d872aff5fee,Conference Paper,Scopus,2-s2.0-85101575041
"Chen, K., Wang, R., Utiyama, M., Liu, L., Tamura, A., Sumita, E., Zhao, T.",Neural machine translation with source dependency representation,2017,2846,2852,7,35,10.18653/v1/d17-1304,https://www.scopus.com/inward/record.url?eid=2-s2.0-85051583047&partnerID=40&md5=9b6a13dfc9233e50cb57e98536251448,Conference Paper,Scopus,2-s2.0-85051583047
"Chen, K., Wang, R., Utiyama, M., Sumita, E.",Recurrent positional embedding for neural machine translation,2020,1361,1367,7,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084297353&partnerID=40&md5=99f618d8adeabd1f56b5ba7876d46faa,Conference Paper,Scopus,2-s2.0-85084297353
"Chen, L., Wang, J., Huang, Z., Xiao, J.",An approach for neural machine translation with graph attention network,2020,472,478,7,,10.1145/3436369.3437429,https://www.scopus.com/inward/record.url?eid=2-s2.0-85099884241&partnerID=40&md5=a5c5820dade96d55e2cbdfdcb3c035d5,Conference Paper,Scopus,2-s2.0-85099884241
"Chen, S., Jin, Q., Fu, J.",From words to sentences: A progressive learning approach for zero-resource machine translation with visual pivots,2019,4932,4938,7,1,10.24963/ijcai.2019/685,https://www.scopus.com/inward/record.url?eid=2-s2.0-85074842022&partnerID=40&md5=1c8174b29c837c2a4da20500bde1a986,Conference Paper,Scopus,2-s2.0-85074842022
"Chen, Y., Rong, P.",Compressed-Transformer: Distilling Knowledge from Transformer for Neural Machine Translation,2020,131,137,7,,10.1145/3443279.3443302,https://www.scopus.com/inward/record.url?eid=2-s2.0-85100687967&partnerID=40&md5=fb04a37addc3620dd89330f3358664b0,Conference Paper,Scopus,2-s2.0-85100687967
"Cheng, Y., Yang, Q., Liu, Y., Sun, M., Xu, W.",Joint training for pivot-based neural machine translation,2017,3974,3980,7,23,10.24963/ijcai.2017/555,https://www.scopus.com/inward/record.url?eid=2-s2.0-85031942727&partnerID=40&md5=e034aa01ff8711ea2c880d6a92ee4d85,Conference Paper,Scopus,2-s2.0-85031942727
"Christianson, C., Duncan, J., Onyshkevych, B.",Overview of the DARPA LORELEI Program,2018,3,9,7,7,10.1007/s10590-017-9212-4,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047970869&partnerID=40&md5=fadcfe3f270053b5dd282592da8e60ed,Article,Scopus,2-s2.0-85047970869
"Chu, C., Dabre, R., Kurohashi, S.",An empirical comparison of domain adaptation methods for neural machine translation,2017,385,391,7,33,10.18653/v1/P17-2061,https://www.scopus.com/inward/record.url?eid=2-s2.0-85035124857&partnerID=40&md5=22275943ae1bf87e52871db577eac6ba,Conference Paper,Scopus,2-s2.0-85035124857
"Costa-jussà, M.R., Allauzen, A., Barrault, L., Cho, K., Schwenk, H.",Introduction to the special issue on deep learning approaches for machine translation,2017,367,373,7,13,10.1016/j.csl.2017.03.001,https://www.scopus.com/inward/record.url?eid=2-s2.0-85021932117&partnerID=40&md5=e713187f4fd9bc017abc9e63ddcd03ea,Article,Scopus,2-s2.0-85021932117
"Costa-Jussà, M.R., Fonollosa, J.A.R.",State-of-the-artword reordering approaches in statistical machine translation: A survey,2009,2179,2185,7,7,10.1587/transinf.E92.D.2179,https://www.scopus.com/inward/record.url?eid=2-s2.0-77950213712&partnerID=40&md5=6835fce82754340ce85c3f019322e085,Article,Scopus,2-s2.0-77950213712
"Costa-Jussà, M.R., Formiga, L., Petit, J., Fonollosa, J.A.R.",Detailed description of the development of a MOOC in the topic of statistical machine translation,2014,92,98,7,2,10.1007/978-3-319-13647-9_10,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921363029&partnerID=40&md5=36f4832d00ffe5b26e6fca62ed79cd91,Article,Scopus,2-s2.0-84921363029
"Cui, L., Zhou, M., Chen, Q., Zhang, D., Li, M.",Machine translation with real-time web search,2014,23,29,7,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84908204484&partnerID=40&md5=4b825651af6f8ab242bb9d258a53aecf,Conference Paper,Scopus,2-s2.0-84908204484
"Dabre, R., Fujita, A., Chu, C.",Exploiting multilingualism through multistage fine-tuning for low-resource neural machine translation,2020,1410,1416,7,6,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084325258&partnerID=40&md5=dd8b05eec6b958cf6d0dcd2ec99b6ec2,Conference Paper,Scopus,2-s2.0-85084325258
"Dakwale, P., Monz, C.",Improving statistical machine translation performance by Oracle-BLEU model re-estimation,2016,38,44,7,4,10.18653/v1/p16-2007,https://www.scopus.com/inward/record.url?eid=2-s2.0-85016582199&partnerID=40&md5=0350b73a08b6fbbf70b4598caef8c32d,Conference Paper,Scopus,2-s2.0-85016582199
"Dalvi, F., Sajjad, H., Vogel, S., Durrani, N.",Incremental decoding and training methods for simultaneous translation in neural machine translation,2018,493,499,7,8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85083529839&partnerID=40&md5=5b249b82489b75b054604141181ac952,Conference Paper,Scopus,2-s2.0-85083529839
"De Sousa, S.C.M., Aziz, W., Specia, L.",Assessing the post-editing effort for automatic and semi-automatic translations of DVD subtitles,2011,97,103,7,27,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84865701725&partnerID=40&md5=161aee19b397af44b43864fc770576b5,Conference Paper,Scopus,2-s2.0-84865701725
